"_id","name","agency","category","compartments","relatedItemsParents","relatedItemsChildren","relatedItems","family","status","links","description"
"w2hTGnsP77aiXy4pw","SOUNDER","NSA","program","[[TOP SECRET]],[[SI]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]],[[FVEY]]","[[PRISM]]","","[[JACKKNIFE]],[[TIMBERLINE]],[[CORALINE]],[[SCS]],[[MOONPENNY]],[[CARBOY]],[[GARLICK]],[[LADYLOVE]],[[LEMONWOOD]],[[SHOALBAY]],[[SNICK]],[[STELLAR]],[[SCALPEL]],[[IRONSAND]]","collect","active","http://nsa.gov1.info/dni/ , nsa.gov1.info/dni/","[[SIGINT]] for locating cellphone in Cyprus"
"fcFuWrnY8JWmeNTQH","SPARROW-II","NSA","attack vector","[[FOUO]]","[[TAO]]","[[BLINDDATE]]","[[TRINITY]],[[JUNIORMINT]],[[TAO]]","hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,https://www.schneier.com/blog/archives/2014/01/sparrow_ii_nsa.html,schneier.com - SPARROW II: NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-sparrow-ii.jpg,leaksource.wordpress.com - TAO's Catalog Page with Graphic","An embedded computer system running [[BLINDDATE]] tools. SPARROW-II is a fully functional WLAN collection system with integrated Mini PCI slots for added functionality such as GPS and multiple Wireless Network Interface Cards. Application [[SW]]: [[BLINDDATE]]"
"kHmYwd5MnAm4fCLZ5","SPECULATION","NSA","program","","[[HOWLERMONKEY]]","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","RF communication protocol, used by [[HOWLERMONKEY]] devices, Including [[COTTONMOUTH-I]] [[COTTONMOUTH-III]], [[FIREWALK]]."
"5ujGoKEQCJgznEWgS","SPINNERET","NSA","program","","","","","collect","unknown","http://www.theguardian.com/world/2013/jun/27/nsa-online-metadata-collection, The Guardian","Metadata collection's program"
"FLuFWuP93sqoBLzBH","SPOTBEAM","NSA","program","","","","","collect","unknown","",""
"oMRqj5JvzF5TmzZpY","SSG","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Spotted on IRATEMONK, WISTFULTOLL diagrams"
"qvZ6oT9ga8PE5vW2T","SSO","NSA","compartment","","","","[[QUANTUMINSERT]]","collect","unknown","http://cryptome.org/2013/12/nsa-cable-spy-types.pdf|,SSO - The cryptologic provider of Intelligence from Global High-Capacity Telecommunications Systems","Special Site Operation, a physical place from where NSA executes attacks such as [[QUANTUMINSERT]]. Typically an US Embassy with either one or several of these: antennas, network connections, radio patch antennas, etc..."
"D7sf3mr9xow6PKrYu","SSP","NSA","program","","","","","collect","unknown","",""
"4krd5gZMbyyPonMwn","STEELFLAUTA","NSA","program","","","","","collect","","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","[[SSO]] Corporate/ [[TAO]] (Tailored Access Operations) Shaping"
"FCEmgLNLYXXZirf29","STEELKNIGHT","NSA","program","","","","[[SILVERZEPHIR]],[[UPSTREAM]]","collect","unknown","https://en.wikipedia.org/wiki/OAKSTAR, en.wikipedia.org - OAKSTAR",""
"qMkDDGwoDzmx3SNQz","STELLAR","NSA","program","[[TOP SECRET]],[[SI]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]],[[FVEY]]","[[PRISM]]","","[[JACKKNIFE]],[[TIMBERLINE]],[[CORALINE]],[[SCS]],[[MOONPENNY]],[[CARBOY]],[[GARLICK]],[[LADYLOVE]],[[SOUNDER]],[[LEMONWOOD]],[[SHOALBAY]],[[SNICK]],[[SCALPEL]],[[IRONSAND]]","target","active","http://nsa.gov1.info/dni/ , nsa.gov1.info/dni/","[[SIGINT]] ([[FORNSAT]]) for locating cellphone in Geraldton (AU)"
"5m6KcRutZEQpqwuLr","STELLARWIND","NSA","program","","","","[[BLARNEY]]","collect","inactive","[EVILOLIVE,],http://en.wikipedia.org/wiki/Stellar_Wind_(code_name), en.wikipedia.org - Stellar Wind (code name)","[[STELLARWIND]] is the code name of a Sensitive Compartmented Information security compartment for information collected under the President's Surveillance Program (PSP). This was a program by the United States National Security Agency (NSA) during the presidency of George W. Bush and revealed by Thomas Tamm to the The New York Times in 2008. The operation was approved by President George W. Bush shortly after the September 11 attacks in 2001. STELLARWIND was succeeded during the presidency of Barack Obama by four major lines of intelligence collection in the territorial United States together capable of spanning the full range of modern telecommunications. The program's activities involved data mining of a large database of the communications of American citizens, including e-mail communications, phone conversations, financial transactions, and Internet activity."
"zeacuLBs4K9sZgdzA","STORMBREW","NSA","program","","[[UPSTREAM]]","[[MADCAPOCELOT]]","[[MADCAPOCELOT]],[[STORMBREW]],[[PINWALE]],[[MARINA]],[[UPSTREAM]],[[XKEYSCORE]]","collect","unknown","http://en.wikipedia.org/wiki/STORMBREW, en.wikipedia.org - STORMBREW,http://cryptome.org/2013/12/nsa-cable-spy-types.pdf|,SSO - The cryptologic provider of Intelligence from Global High-Capacity Telecommunications Systems","[[STORMBREW]] is an umbrella program involving surveillance of telecommunications. It falls under the category of ""[[UPSTREAM]] collection,"" meaning that data is pulled directly from fiber-optic cables and top-level communications infrastructure. There is also a SIGAD of the same name, which is described as a ""key corporate partner."" A map shows that the collection is done entirely within the United States. This corporate partner has servers in Washington, California, Texas, Florida, and in or around New York, Virginia, and Pennsylvania. [[UPSTREAM]] collection programs allow access to very high volumes of data, and most of the pre-selection is done by the providers themselves, before the data is passed on to the NSA."
"5P4dSekYjf4pZRQMT","STRAITBIZARRE","NSA","program","","","","[[DROPOUTJEEP]],[[IRATEMONK]],[[TOTEGHOSTLY]],[[SLICKERVICAR]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Software made By Digital Network Technologies (DNT) for controlling and receiving data from %u201Cimplants%u201D. Also involved somewhere in the process of uploading malicious HD firmware (works with a tool called [[SLICKERVICAR]] to accomplish this)"
"67utqoGEARjhQo7vQ","STRIKEZONE","NSA","program","","","","[[HOWLERMONKEY]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm, cryptome.org - NSA codenames","%u201C[[HOWLERMONKEY]] is a COTS- based transceiver designed to be compatible with [[CONJECTURE]]/[[SPECULATION]] networks and [[STRIKEZONE]] devices running a [[HOWLERMONKEY]] personality."
"bWnSbuqrdkeTCCMJG","STRONGMITE","NSA","program","","[[ROC]]","","[[IRONCHEF]],[[TAO]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","somewhere on the [[ROC]] side of operations..."
"ieD33X3zQTcexBrB6","STUCCOMONTANA","NSA","attack vector","[[TS]],[[SI]],[[REL]]","[[TAO]]","[[VALIDATOR]],[[SIERRAMONTANA]]","","software","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html, media.ccc.de To Protect And Infect Part 2] The militarization of the Internet by Jacob Appelbaum,https://www.schneier.com/blog/archives/2014/01/stuccomontana_n.html,schneier.com - NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-sierramontana.jpg,leaksource.wordpress.com - TAO Catalog Page with Graphics,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf, cryptome.org - NSA's catalog","provides persistence for [[DNT]] implants. The [[DNT]] implant will survive an upgrade or replacement of the operating system - including physically replacing the router's compact flash card. Currently, the intended DNT Implant to persist is [[VALIDATOR]], which must be run as a user process on the target operating system. The vector of attack is the modification of the target's BIOS. The modification will add the necessary software to the BIOS and modify its software to execute the [[SIERRAMONTANA]] implant at the end of its native System Management Mode (SMM) handler."
"oJuew6faFCrbWX4zb","STUMPCURSOR","NSA","program","","","","","collect","unknown","",""
"xGbuqgDfP3egvSDxM","STUXNET","NSA","attackvector","","","","","software","active","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://en.wikipedia.org/wiki/Stuxnet, en.wikipedia.org - Stuxnet","A jointly US/Isreali written piece of malware intended to infect, and physically destroy five Iranian organizations, with the probable target widely suspected to be uranium enrichment infrastructure in Iran . (which it did) Also spilled on to non-targeted SCADA systems, causing %u201Ccollateral damage%u201D. Using 0-day exploits, it infected Personal Computers near the targeted Installation: then it waited several months to infect a USB-key which will be connected on the internal-network of the target. After that, a payload dedicated to Siemens Systems is enabled"
"57LoyYKfYyFfY4cyQ","SURLYSPAWN","NSA","program","[[TS]],[[SI]],[[REL TO USA]],[[FVEY]]","[[ANGRYNEIGHBOR]]","","[[ANGRYNEIGHBOR]],[[TAO]]","collect","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html, media.ccc.de - To Protect And Infect Part 2] The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf, cryptome.org - NSA's catalog,http://www.digitaltrends.com/web/nsa-malware-code-names/#/7,TURBOPANDA, RAGEMASTER, and 13 other NSA codenames that prove spies laugh, too","has the capability to gather keystrokes without requiring any software running on the targeted system. It also only requires that the targeted system be touched once. The retro-reflector is compatible with both USB ans PS/2 keyboards. The simplicity of the design allows the form factor to be tailored for specific operational requirements."
"HZa7zdToNW7smjKzB","SURREY","NSA","Program","","","","","Database","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","Main NSA requirements database, where targets and selectors are ""validated"" by NSA managers"
"MBiighTSoG2ZdgLiv","SUTURESAILOR","NSA","attack vector","","","","[[HOWLERMONKEY]]","network","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html, media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf, cryptome.org - NSA's catalog","A particular device that includes a [[HOWLERMONKEY]] component"
"sQ5mz4BanAGCt9gRB","SWAP","NSA","attack vector","[[TS]],[[SI]],[[REL]]","","","[[ARKSTREAM]],[[TWISTEDKILT]],[[TUNINGFORK]],[[INTERDICTION]]","software","unknown","https://www.schneier.com/blog/archives/2014/02/swap_nsa_exploi.html,SWAP: NSA Exploit of the Day,http://www.prepperpodcast.com/phone-calls-listening/20131231025312_9-nsa-swap/,prepperpodcast.com - It%u2019s not just your phone calls %u2013 it%u2019s YOU they are listening to,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog","SWAP provides software application persistence by exploiting the  motherboard BIOS and the hard drive's Host Protected Area to gain  periodic execution before the Operating System loads. This technique supports single or multi-processor systems running Windows, Linux, FreeBSD, or Solaris with the following  file systems: FAT32, NTFS, EXT2, EXT3, or UFS1.0. Through remote access or [[INTERDICTION]], [[ARKSTREAM]] is used to reflash the BIOS and TWISTEDKILT to write the Host Protected  Area on the hard drive on a target machine in order to implant SWAP and  its payload (the implant installer). Once implanted, SWAP's frequency of  execution (dropping the playload) is configurable and will occur when  the target machine powers on."
"PHFxoXtEpZkZ9ikNr","TALENTKEYHOLE","NSA","program","","","[[CHESS]],[[RUFF]],[[ZARF]]","[[CHESS]],[[RUFF]],[[ZARF]]","collect","old?","http://electrospaces.blogspot.fr/2013/09/the-us-classification-system.html,electrospaces - Top Level Telecommunications","(TK) Control system for space-based collection platforms. This control system is for products of overhead collection systems, such as satellites and reconnaissance aircraft, and contains compartments, which are identified by a classified codeword. The original TALENT compartment was created in the mid-1950s for the U-2. In 1960, it was broadened to cover all national aerial reconnaissance and the KEYHOLE compartment was created for satellite intelligence."
"DqX5a5EmeRzjAg5Xj","TAO","NSA","compartment","","[[NSA]]","[[ROC]],[[QUANTUM]],[[INTERDICTION]],[[IRONCHEF]],[[ANGRYNEIGHBOR]],[[FEEDTROUGH]],[[GOURMETTROUGH]],[[JETPLOW]],[[SOUFFLETROUGH]],[[SCHOOLMONTANA]],[[NIGHTSTAND]],[[STUCCOMONTANA]],[[CROSSBEAM]],[[BSR]],[[CHIMNEYPOOL]],[[MIDDLEMAN]],[[TAO]]","[[ROC]],[[ANGRYNEIGHBOR]]","collect","unknown","http://www.spiegel.de/international/world/the-nsa-uses-powerful-toolbox-in-effort-to-spy-on-global-networks-a-940969.html,spiegel.de -  Inside TAO: Documents Reveal Top NSA Hacking Unit,https://www.schneier.com/blog/archives/2013/12/more_about_the.html,schneier.com - More about the NSA's Tailored Access Operations Unit,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","The NSA's TAO (Tailored Access Operations) hacking unit is considered to be the intelligence agency's top secret weapon. It maintains its own covert network, infiltrates computers around the world and even intercepts shipping deliveries to plant back doors in electronics ordered by those it is targeting. [...] During the middle part of the last decade, the special unit succeeded in gaining access to 258 targets in 89 countries -- nearly everywhere in the world. In 2010, it conducted 279 operations worldwide."
"nSDEDvR4X2ojqFwXo","TARGETPROFILER","NSA","program","","","","[[QUANTUMNATION]],[[QUANTUMTHEORY]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A tool that lists which targets are vulnerable to exploits, and which."
"aNz2Nr2HqwbFLDvPK","TAWDRYYARD","NSA","attack vector","[[TS]],[[SI]],[[REL TO USA]],[[FVEY]]","[[ANGRYNEIGHBOUR]]","[[RAGEMASTER]]","[[RAGEMASTER]],[[ANGRYNEIGHBOR]],[[VAGRANT]],[[DROPMIRE]],[[SURLYSPAWN]],[[CTX4000]],[[PHOTOANGLO]],[[RAGEMASTER]],[[TWDRYYARD]]","hardware","End processing still in development","https://www.schneier.com/blog/archives/2014/01/tawdryyard_nsa.html,schneier.com - TAWDRYYARD: NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-tawdryyard.jpg,leaksource.wordpress.com - TAO's Catalog Page with Graphic,http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de -To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,https://commons.wikimedia.org/wiki/File:NSA_TAWDRYYARD.jpg,wikimedia.org - NSA TAWDRYYARD","Beacon RF retro-reflector. Provides return when illuminated with radar to provide rough positional location. TAWDRYYARD is used as a beacon, typically to assist in locating and identifying deployed [[RAGEMASTER]] units. Current design allows it to be detected and located quite easily within a 50' radius of the radar system being used to illuminate it. TAWDRYYARD draws as 8 mu;A at 2.5V (20mu;W) allowing a standard lithium coin cell to power it for months or years. The simplicity of the design allows the form factor to be tailored for specific operational requirements. Future capabilities being considered are return of GPS coordinates and a unique target identifier and automatic processing to scan a target area for presence of TAWDRYYARDs. All components are COTS and so are non-attributable to NSA."
"JNm2yPhkYoYjDfKBj","TEMPORA","GCHQ","program","","","[[MTI]]","[[MTI]],[[CCDP]]","collect","active","https://en.wikipedia.org/wiki/Tempora,Wikipedia - Tempora,http://lexpansion.lexpress.fr/high-tech/operation-tempora-comment-les-britanniques-depassent-les-americains-pour-espionner-internet_390971.html,L'Express - ""Operation Tempora"": comment les Britanniques d\E9passent les Am\E9ricains pour espionner Internet,http://abonnes.lemonde.fr/europe/article/2013/06/26/berlin-demande-a-londres-des-explications-sur-son-programme-d-espionnage-tempora_3436728_3214.html,Le Monde - Berlin demande \E0 Londres des explications sur son programme d'espionnage ""Tempora"" ","Clandestine security electronic surveillance program trialled in 2008, established in 2011 and operated by the [[GCHQ]]. Data is extracted from over 200 fibre-optic cables and processed; full data is preserved for three days while metadata is kept for 30 days. No distinction is made in the gathering of the data between innocent people or targeted suspects. Includes recordings of telephone calls, the content of email messages, Facebook entries and the personal internet history of users."
"PgaYXRc2ew7f5uZdy","TEMPEST","NSA","attack vector","","","","","hardware","unknown","",""
"sLmhgot3mMMD7hHkp","THESPIS","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators with Third or Fourth Parties."
"fHstygWZTYeaKtFED","THINTREAD","NSA","program","","","","[[TRAILBLAZER]]","collect","inactive","http://en.wikipedia.org/wiki/ThinThread,en.wikipedia.org - ThinThread","THINTREAD is the name of a project that the NSA pursued during the 1990s. The program involved wiretapping and sophisticated analysis of the resulting data, but according to the article, the program was discontinued three weeks before the September 11, 2001 attacks due to the changes in priorities and the consolidation of U.S. intelligence authority. The ""change in priority"" consisted of the decision made by the director of NSA General Michael V. Hayden to go with a concept called [[TRAILBLAZER]], despite the fact that THINTREAD was a working prototype that protected the privacy of U.S. citizens."
"eHzt5PjrNWhoPpAho","TIMBERLINE","NSA","program","[[TOP SECRET]],[[SI]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]],[[FVEY]]","[[PRISM]]","","[[JACKKNIFE]],[[CORALINE]],[[SCS]],[[MOONPENNY]],[[CARBOY]],[[GARLICK]],[[LADYLOVE]],[[SOUNDER]],[[LEMONWOOD]],[[SHOALBAY]],[[SNICK]],[[STELLAR]],[[SCALPEL]],[[IRONSAND]]","collect","active","http://nsa.gov1.info/dni/,nsa.gov1.info/dni/","[[SIGINT]] ([[FORNSAT]]) for locating cellphone in Sugar Grove (USA)"
"3TinuWZ5iEmaWeqPj","TLN","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Twisty Lobby Number. (not really well explained in doc)"
"TGy8gghBrdNvBe3bY","TOTECHASER","NSA","attack vector","","","","[[TOTEGHOSTLY]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://www.digitaltrends.com/web/nsa-malware-code-names/#/4,digitaltrends.com - TURBOPANDA, RAGEMASTER, and 13 other NSA codenames that prove spies laugh, too","Software-based malware for Thuraya 2520 satellite-cellular handsets running Windows CE. Designed to exfiltrate GPS and GSM geolocation data, as well as the call log and contact list, and other data via covert SMS messages. SMS messages are also the means by which the attacker controls the phone. Implementation requires modifying the phone itself, not yet deployed as of Oct 2008."
"ZyRE5Ad5YgcDyLYxq","TOTEGHOSTLY","NSA","attack vector","","","","[[STRAITBIZARRE]],[[CHIMNEYPOOL]],[[FREEFLOW]],[[GENIE]],[[FRIEZERAMP]],[[TOTECHASER]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Malware for Windows Mobile -based handsets. Written using DNT's [[CHIMNEYPOOL]] framework, and controlled via [[STRAITBIZARRE]]. Used to infiltrate and exfiltrate files, SMS, contact lists, geolocation via SMS or GPRS data connection. From or to the victim device The attacker has the ability to control the camera and microphone, and also send other commands to the device. The encrypted protocol it uses to communicate is referred to as [[FRIEZERAMP]]."
"qCoherakaZL6xBoNz","TRAFFICTHIEF","NSA","program","","[[PRINTAURA]],[[TURBULENCE]]","","[[XKEYSCORE]],[[PRINTAURA]],[[PRISM]]","database","unknown","https://en.wikipedia.org/wiki/File:Prism-slide-7.jpg,en.wikipedia.org - Slide of PRISM collection dataflow","According to an [[XKEYSCORE]] presentation, TRAFFICTHIEF is a database of ""Meta-data from a subset of tasked strong-selectors"", a example of a strong selector is an email address. In other words, it would be a database of the metadata associated with names, phone numbers, email addresses, etc., that the intelligence services are specifically targeting."
"pZ9kvH86tw7vFanLn","TRAILBLAZER","NSA","program","","","","","collect","inactive","http://en.wikipedia.org/wiki/Trailblazer_Project,en.wikipedia.org - Trailblazer Project","TRAILBLAZER was a United States NSA program intended to develop a capability to analyze data carried on communications networks like the Internet. It was intended to track entities using communication methods such as cell phones and e-mail. It ran over budget, failed to accomplish critical goals, and was cancelled."
"5uyzthFPfYGWpT4Nb","TREASUREMAP","NSA","program","","","","[[SIGINT]]","Process","active","http://leaksource.wordpress.com/2013/11/23/nsa-programs-treasure-map-near-real-time-interactive-map-of-internet-any-device-anywhere-all-the-time-packaged-goods-tracks-traceroutes-accessed-13-servers-in-unwitting-data-centers/,LeakSource - (NSA Programs) Treasure Map: Near Real-Time Interactive Map of Internet, Any Device, Anywhere, All the Time; Packaged Goods: Tracks Traceroutes, Accessed 13 Servers in Unwitting Data Centers,http://cryptome.org/2013/11/nsa-treasuremap.htm,cryptome.org - NSA TreasureMap,http://nation.time.com/2013/11/23/new-document-shows-nsa-wanted-more-more-more-power/,The Time - New Document Shows NSA Wanted More, More, More Power,http://www.nytimes.com/2013/11/23/us/politics/nsa-report-outlined-goals-for-more-power.html?_r=0,The New York Times - N.S.A. Report Outlined Goals for More Power","a near real-time, interactive map of the global Internet. It is a massive Internet mapping, analysis and exploration engine. It collects Wi-Fi network and geolocation data, and between 30 million and 50 million unique Internet provider addresses. The program can map %u201Cany device, anywhere, all the time.%u201D Intelligence officials say ""it only maps foreign and Defense Department networks""."
"iyEMRHPBa9kk49Xme","TRINITY","NSA","attack vector","","","","[[MAESTRO II]],[[FIREWALK]]","Hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A microcomputer, designed to be part of a bug. Specs: 100Mhz ARM 9 Microcontroller, 4MB flash, 96MB SDRAM. Smaller than a penny. Known to be a component of [[COTTONMOUTH-I]], [[COTTONMOUTH-III]], [[FIREWALK]]"
"hGYXZmyyTzknwkhfe","TUMULT","NSA","program","","","","[[TURBULANCE]],[[QUANTUM]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","associated with [[TURBULANCE]]. Somehow involved with [[QUANTUMTHEORY]]. Not precicely clear."
"pSwertuMEgtkk86Wq","TUNINGFORK","NSA","attack vector","","","","[[SWAP]],[[DIETYBOUNCE]],[[IRATEMONK]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","spotted on [[DIETYBOUNCE]], [[IRATEMONK]], and SWAP diagrams A combination of a malicious BIOS modification and a malicious Hard Disk firmware modification (in the host protected area) used to maintain software based malware on the victim computer. Appears to work on a variety of systems running Windows, Linux, FreeBSD or Solaris. The file system may be FAT32, NTFS, EXT2, EXT3, or UFS 1.0."
"ShYqsZ7fRXviuGFEi","UMBRA","undefined","program","","","","","collect","unknown","",""
"D9An7Hb3AYJEM8P5u","WEALTHYCLUSTER","NSA","program","","","","","collect","unknown","",""
"DFz4GE2KXy8Bzqfjw","WEBCANDID","undefined","program","","","","","collect","unknown","",""
"SZopFzJfZafM8zdYe","TURBINE","NSA","attack vector","","[[TURBULENCE]]","","[[TRAILBLAZER]],[[TURMOIL]]","network","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://www.dailytech.com/Tax+and+Spy+How+the+NSA+Can+Hack+Any+American+Stores+Data+15+Years/article34010.htm,dailytech.com - Tax and Spy: How the NSA Can Hack Any American, Stores Data 15 Years,http://www.wikileaks-forum.com/nsa/332/snowden-leak-nsa-qfire-16-slides/26507/,wikileaks-forum.com - Forward - based Defense with QFIRE,http://www.theguardian.com/world/2013/sep/05/nsa-gchq-encryption-codes-security,The Guardian - nsa-gchq-encryption-codes-security,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,https://www.eff.org/document/20131230-spiegel-qfire,eff.org - Slides about QUANTUM, QFIRE and TURBULENCE","Deep Packet Injection, works with [[TURMOIL]]. System used for infecting computers. TURBINE provides centralized automated command/control of a large network of active implants"
"FXqEtzpETSDKZ2DJp","TURBOPANDA","NSA","program","","","","[[HALLUXWATER]],[[HEADWATER]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Cover term for joint CIA/NSA project to exploit Huawei network Huawei equipment"
"N6DLPT7eHPA8Zp3iE","TURBOPANDA Insertion Tool","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","TURBOPANDA Insertion Tool (PIT) is a command and control system for exploited Huawei firewalls"
"bbGPsMmeydTqx2rWY","TURBULENCE","NSA","program","","","[[TURMOIL]],[[TURBINE]],[[TUTELAGE]],[[TRAFFICTHIEF]],[[DROPOUTJEEP]]","","attack","unknown","http://en.wikipedia.org/wiki/Turbulence_(NSA),en.wikipedia.org - Turbulence (NSA),http://www.netrootsmass.net/2008/09/253-turbulence-an-nsadhs-intrusive-cyber-surveillance-program/,netrootsmass.net - Turbulence, an NSA/DHS intrusive cyber surveillance program,http://cryptome.org/2012/08/nsa-turbulence.pdf,cryptome.org - NSA document released under FOIA,http://articles.baltimoresun.com/2007-02-11/news/0702110034_1_turbulence-cyberspace-nsa/2,The Baltimore Sun - Costly NSA initiative has a shaky takeoff,https://www.eff.org/document/20131230-spiegel-qfire,eff.org - Slides about QUANTUM, QFIRE and TURBULENCE","TURBULENCE is a project started circa 2005. It was developed in small, inexpensive ""test"" pieces rather than one grand plan like its failed predecessor, the [[TRAILBLAZER]]. It also includes offensive cyber-warfare capabilities, like injecting malware into remote computers. The United States Congress criticized the project in 2007 for having similar bureaucratic problems as the [[TRAILBLAZER]] Project. TURBULENCE includes nine core programs, with intriguing names such as [[TURMOIL]], [[TUTELAGE]] and [[TRAFFICTHIEF]]"
"i22W4fzFoh65Bw2wb","TURMOIL","NSA","program","","[[MUSCULAR]],[[TURBULENCE]]","","[[QFIRE]],[[MUSCULAR]]","process","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2] The militarization of the Internet by Jacob Appelbaum.,http://www.dailytech.com/Tax+and+Spy+How+the+NSA+Can+Hack+Any+American+Stores+Data+15+Years/article34010.htm,Dailtytech.com - Tax and Spy: How the NSA Can Hack Any American, Stores Data 15 Years,http://www.wikileaks-forum.com/nsa/332/snowden-leak-nsa-qfire-16-slides/26507/,wikileaks-forum.com - Snowden Leak - NSA QFIRE 16 Slides,http://www.theguardian.com/world/2013/sep/05/nsa-gchq-encryption-codes-security,The Guardian - nsa-gchq-encryption-codes-security,https://www.eff.org/document/20131230-spiegel-qfire,eff.org - Slides about QUANTUM, QFIRE and TURBULENCE,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","TURMOIL is involved in the process of decrypting communications by using Deep Packet Inspection ( DPI - Passive dragnet surveillance sensors). High-speed passive collection systems intercept foreign target satellite, microwave, and cable communications as they transit the globe."
"xFxXdLo4n2S95TaeM","TUSKATTIRE","NSA","program","","","[[CERF]],[[POPTOP]],[[DRT]],[[SIGDASYS]],[[AST128]],[[JUGGERNAUT]],[[SEADIVER]]","[[CERF]],[[POPTOP]],[[DRT]],[[SIGDASYS]],[[AST128]],[[JUGGERNAUT]],[[SEADIVER]]","Process","unknown","https://leaksource.wordpress.com/2013/12/15/ghostmachine-nsas-cloud-analytics-platform/,LeakSource - GHOSTMACHINE: NSA Cloud Analytics Platform,http://cryptome.org/2013/12/nsa-ghost-machine.pdf,cryptome.org - nsa ghost machine","This is the NSA%u2019s system for cleaning and processing call-related data (DNR or Dialed Number Recognition)."
